Name,Surname,HasA,HasB,Class
Pino,Hhbawdmjy,1,1,1
Gianni,Ezblp,1,0,0
Carlo,Yaxbhtaxfa,0,1,0
Pino,Qmzayxw,1,1,1
Carlo,Pedrogef,0,0,0
Carlo,Ufrfs,1,0,0
Gianni,Yhutjclztv,0,0,0
Gianni,Vdvdwwq,0,0,0
Carlo,Zzemfpo,0,0,0
Carlo,Duqptb,0,1,0
Gianni,Smix,0,0,0
Gianni,Bsdsxhktgf,0,0,0
Carlo,Eknqluepbi,1,1,0
Carlo,Lntzcwvlwg,0,0,0
Carlo,Dsxuwbme,0,1,0
Pino,Wbeutgtz,1,1,1
Pino,Wecmwcu,1,1,1
Gianni,Waakwyc,0,0,0
Pino,Oonzcsdryt,0,0,1
Carlo,Vkulq,0,1,0
Carlo,Xmpavx,0,1,0
Gianni,Tlnpxts,1,1,0
Carlo,Xyokhxbd,0,1,0
Carlo,Qkyguzts,1,1,0
Pino,Skzi,0,0,1
Pino,Ffsi,0,0,1
Pino,Qfueznaffp,0,0,1
Carlo,Lnnp,1,0,0
Pino,Egsfzcyktu,0,0,1
Pino,Hgujjmjulk,0,0,1
Carlo,Eykuswewvx,1,1,0
Pino,Sccwz,0,0,1
Gianni,Riegxewp,0,0,0
Carlo,Wbusmf,0,1,0
Carlo,Oxbdirf,0,1,0
Pino,Gxzdm,1,1,1
Carlo,Qamieiujp,1,0,0
Carlo,Lcpee,1,1,0
Carlo,Oztlrylq,0,1,0
Gianni,Djxmwno,0,1,0
Carlo,Axftixd,0,1,0
Pino,Eqeskejqgo,0,1,1
Pino,Gqlgnemtdz,0,0,1
Gianni,Gxthhucfrk,0,0,0
Gianni,Hjxkgc,0,1,0
Gianni,Tmsrin,0,1,0
Pino,Dnunpxzf,0,1,1
Carlo,Xzzwpz,0,1,0
Carlo,Rhtppc,1,0,0
Carlo,Qdiwa,1,1,0
Carlo,Ozletxvr,0,1,0
Pino,Gqaqfx,1,1,1
Carlo,Vdnfcxecsv,1,1,0
Carlo,Nrdmyfwqyd,1,1,0
Carlo,Jqeuhvwn,1,0,0
Gianni,Cxaaj,1,1,0
Carlo,Kfyrwkw,0,1,0
Carlo,Gwjvjl,1,1,0
Gianni,Twqio,0,0,0
Gianni,Svjynyucqm,0,1,0
Carlo,Ayeo,0,1,0
Carlo,Ckqb,1,0,0
Pino,Ypzqj,1,0,1
Pino,Sihhpq,0,0,1
Gianni,Oqtmedwrg,1,1,0
Gianni,Qnongigc,0,0,0
Gianni,Ocwwdw,0,1,0
Pino,Qnzlfltety,0,1,1
Carlo,Bozzunf,1,1,0
Pino,Itfbf,0,1,1
Pino,Vglvnn,0,0,1
Gianni,Hwjbrnwxal,0,1,0
Pino,Jogp,1,0,1
Carlo,Qbtzkksu,0,0,0
Carlo,Chgpqkh,1,0,0
Pino,Uhgm,0,1,1
Gianni,Jeeuykecb,1,1,0
Gianni,Buxppkuqui,1,1,0
Gianni,Cfxb,0,0,0
Pino,Nqih,1,0,1
Carlo,Wokqwtijp,1,0,0
Carlo,Inbtwxlsd,1,0,0
Pino,Upiluucf,0,0,1
Gianni,Twlfpsorvm,1,1,0
Pino,Lcakzhixiv,0,0,1
Carlo,Qerzia,0,1,0
Pino,Jmej,0,0,1
Gianni,Cqpgsygdjo,1,0,0
Pino,Jufep,0,0,1
Pino,Ivox,0,0,1
Pino,Ycuzwh,1,0,1
Carlo,Elzuqfr,0,0,0
Carlo,Iqgqej,0,1,0
Carlo,Qgfrbnbhwr,0,1,0
Gianni,Fqsz,0,1,0
Pino,Wwlfydbvh,1,0,1
Carlo,Ijqcsgu,1,0,0
Pino,Qzbyg,0,0,1
Carlo,Uxijebqf,1,0,0
Gianni,Yqvrxm,0,1,0
Pino,Wppdapqmqh,0,0,1
Carlo,Nskeh,0,1,0
Gianni,Twaq,0,1,0
Carlo,Suxgdql,0,1,0
Gianni,Qwoinkqxue,0,0,0
Pino,Bcgevr,0,1,1
Carlo,Bewqp,0,0,0
Gianni,Ddyqkmolw,0,1,0
Carlo,Rfvqqkq,0,0,0
Gianni,Ppusopnjlj,1,1,0
Pino,Kfjhwyj,1,1,1
Gianni,Zpczwiyhl,1,1,0
Pino,Gstaud,0,0,1
Pino,Iohohsvc,0,1,1
Carlo,Ukbcqy,1,1,0
Carlo,Xzlndbl,1,0,0
Pino,Dncamxp,1,0,1
Pino,Flktzourp,0,0,1
Pino,Ktzsxyx,1,0,1
Gianni,Jeoeuwgbms,1,0,0
Pino,Besiym,1,0,1
Carlo,Pvqnsindz,1,0,0
Gianni,Ohsa,1,1,0
Carlo,Htlvtuvffs,1,1,0
Carlo,Lynhligrji,0,0,0
Gianni,Lehyrvukgl,0,0,0
Pino,Iwajfkk,1,1,1
Pino,Zeorq,0,1,1
Carlo,Bxdlrpb,1,0,0
Gianni,Ffiewb,1,1,0
Carlo,Hnytajvah,1,1,0
Pino,Agmuswtka,1,0,1
Gianni,Bmlg,0,1,0
Gianni,Njqzn,0,1,0
Pino,Xkesxtv,1,0,1
Pino,Onzuafc,1,1,1
Gianni,Zjqpxwlvil,1,1,0
Carlo,Kjwylbtq,0,1,0
Carlo,Nmqvyvd,1,0,0
Gianni,Fzccgperum,0,0,0
Gianni,Uqjyqfjtd,1,1,0
Carlo,Uwuoylaxpw,0,1,0
Gianni,Djpi,1,1,0
Pino,Pjgjhjd,1,1,1
Pino,Llbm,0,1,1
Pino,Horjjccvhh,1,0,1
Pino,Vzjvee,0,0,1
Gianni,Tyvbmvzp,1,1,0
Carlo,Letje,0,1,0
Gianni,Axxxn,1,1,0
Gianni,Gwvgx,0,1,0
Pino,Tysxmcxfts,0,0,1
Carlo,Rcmyqtt,1,1,0
Carlo,Jdpnpoq,1,1,0
Gianni,Lisst,1,1,0
Gianni,Gxild,1,1,0
Gianni,Hiyjokrjo,0,0,0
Pino,Mkzmnl,0,0,1
Gianni,Wdcmxa,1,0,0
Pino,Ellnawmais,1,0,1
Gianni,Kkdvfog,1,0,0
Gianni,Baylxwa,0,0,0
Gianni,Dzxk,0,0,0
Carlo,Mysfhji,1,1,0
Gianni,Qhsgbfu,0,1,0
Pino,Ldjwplz,1,0,1
Carlo,Unwejzw,0,0,0
Pino,Arxe,0,0,1
Gianni,Xdibimd,1,0,0
Carlo,Tspqw,0,1,0
Gianni,Efob,0,1,0
Pino,Crfv,1,1,1
Pino,Jtxwfl,0,0,1
Carlo,Aklqo,0,0,0
Carlo,Deordkaxww,0,1,0
Gianni,Isco,1,0,0
Pino,Otkuoyeu,1,0,1
Pino,Pkcdhkxby,0,0,1
Pino,Rtiqyil,0,0,1
Gianni,Moctm,1,1,0
Carlo,Agdixi,0,1,0
Carlo,Fagfca,0,1,0
Carlo,Eqhx,0,1,0
Carlo,Chzpvu,0,1,0
Gianni,Jxmdkp,1,1,0
Carlo,Uwoefjhgfn,1,0,0
Carlo,Abdbiommrr,0,0,0
Gianni,Txekahiee,1,1,0
Carlo,Urccjy,1,1,0
Carlo,Ixtj,1,1,0
Gianni,Yckdbl,0,0,0
Pino,Uknrdlw,1,0,1
Carlo,Uqgelh,1,0,0
Pino,Xzyknxdi,1,1,1
Pino,Dkihx,0,0,1
Pino,Hirwyz,0,0,1
Pino,Sxzibpavm,0,0,1
Carlo,Pgdddn,0,0,0
Gianni,Campvfs,1,0,0
Carlo,Yukysb,0,0,0
Pino,Mdzdwaxumz,1,1,1
Pino,Usybaaoc,0,1,1
Carlo,Gxpyou,1,1,0
Gianni,Ghuyvpqqnt,0,1,0
Pino,Oakeegzl,1,1,1
Gianni,Ktdihr,0,0,0
Carlo,Uztnuhncsa,0,0,0
Pino,Vyldjzhtrq,0,1,1
Carlo,Kyax,1,0,0
Gianni,Dybxzdjtoz,1,0,0
Pino,Gljd,0,0,1
Gianni,Avnntrf,1,1,0
Gianni,Ikbhpss,0,1,0
Gianni,Kyjgdjvj,0,1,0
Gianni,Bhzyti,0,0,0
Carlo,Tsctbyhtfj,0,0,0
Gianni,Mxisuamkc,0,1,0
Pino,Zuto,0,1,1
Pino,Rptdy,0,1,1
Pino,Fpfzznyknc,1,0,1
Carlo,Dawomn,0,0,0
Gianni,Wndyh,0,0,0
Carlo,Zireyipd,0,0,0
Gianni,Gdbi,0,0,0
Carlo,Ylsgi,0,0,0
Carlo,Koebodmjo,1,0,0
Pino,Hewkmqpjz,1,0,1
Gianni,Sajgs,0,1,0
Carlo,Hdhbff,0,0,0
Pino,Nrjny,1,0,1
Gianni,Nbphk,1,1,0
Gianni,Zovruqt,0,1,0
Pino,Eaexf,1,1,1
Carlo,Tmvt,1,1,0
Carlo,Sthrrirt,0,0,0
Carlo,Xkvkygxz,0,1,0
Gianni,Xkor,1,1,0
Pino,Uvqnco,0,1,1
Carlo,Qhsagswq,0,1,0
Gianni,Znjqwvsy,1,1,0
Gianni,Sccfynjoql,1,1,0
Pino,Tsctbyhtfj,0,0,1
Pino,Scwtrtzis,0,1,1
Pino,Cyengwhhsf,1,0,1
Carlo,Ofvofuki,0,0,0
Carlo,Nbmymyi,0,1,0
Pino,Fsuexyj,0,1,1
Pino,Zejneyzxw,0,0,1
Gianni,Fafnsfwpel,1,0,0
Pino,Slaqex,1,1,1
Pino,Pttefhfah,1,0,1
Carlo,Qzly,1,0,0
Gianni,Larllmstsn,0,1,0
Carlo,Bhshcuczh,0,0,0
Pino,Zokmkbx,1,0,1
Carlo,Niacecsd,0,0,0
Carlo,Ipjwmhap,0,0,0
Pino,Vaqct,1,0,1
Gianni,Cksrrx,1,1,0
Pino,Rwfzaxhm,0,1,1
Carlo,Rrddluc,0,1,0
Carlo,Scpknisy,1,1,0
Gianni,Clnhsuowkt,0,1,0
Carlo,Cvmoqv,1,1,0
Pino,Waij,1,0,1
Gianni,Ctairz,0,0,0
Carlo,Vbznk,0,0,0
Gianni,Jqun,0,0,0
Gianni,Hdebydqapo,1,1,0
Pino,Hgxsewcy,1,1,1
Gianni,Safm,0,1,0
Gianni,Kujkdbbtja,1,0,0
Pino,Yhdvpgqxo,1,1,1
Carlo,Akibw,1,1,0
Carlo,Zcnl,0,0,0
Carlo,Pvdqq,0,0,0
Carlo,Bkrtzdrp,0,0,0
Gianni,Jegpz,1,1,0
Carlo,Idprsssvgm,0,1,0
Pino,Iyyfwp,1,1,1
Pino,Kanmrrkz,0,0,1
Carlo,Rulvn,1,0,0
Carlo,Lodx,1,0,0
Carlo,Nbzq,0,1,0
Gianni,Injicqip,1,0,0
Gianni,Ybujeqra,0,1,0
Gianni,Wffezfyps,1,1,0
Gianni,Swqaddryg,0,1,0
Pino,Ydzwpmoc,0,0,1
Carlo,Wjagcf,0,0,0
Gianni,Hoblf,0,1,0
Pino,Ujaunwakig,1,0,1
Pino,Hoxnyamie,0,0,1
Carlo,Lqvrhv,0,0,0
Carlo,Hyrlbstokd,1,1,0
Gianni,Fxccfmn,0,1,0
Carlo,Uizmcdune,1,0,0
Pino,Ffmyanp,0,0,1
Pino,Aqmknrpzm,1,0,1
Pino,Sezzuropd,0,1,1
Gianni,Ogtxbqyjpw,1,0,0
Gianni,Pjor,0,0,0
Carlo,Fptyfxntvj,1,0,0
Gianni,Xafifq,1,0,0
Carlo,Kmpnd,1,1,0
Gianni,Focrksafkb,0,0,0
Pino,Whjb,0,0,1
Carlo,Ghnwodugam,0,0,0
Pino,Tgokau,1,0,1
Gianni,Ajup,1,0,0
Gianni,Dyjzb,0,1,0
Carlo,Etjdvye,1,1,0
Pino,Jqnu,1,1,1
Carlo,Sucdzq,0,1,0
Gianni,Wluvfu,1,0,0
Carlo,Zsdymrpv,0,1,0
Gianni,Ixglgjyig,1,0,0
Gianni,Lhivdxnsou,1,0,0
Pino,Aykje,0,0,1
Carlo,Pisiji,1,0,0
Carlo,Pwgsyiah,1,0,0
Pino,Ffpg,0,0,1
Gianni,Irwmfcjl,1,1,0
Gianni,Phne,0,0,0
Carlo,Xgaoqpte,1,0,0
Pino,Spxhewnt,0,1,1
Carlo,Xxxz,0,0,0
Gianni,Cdgxljr,1,0,0
Carlo,Agdceybizs,0,1,0
Gianni,Pixkhg,1,1,0
Pino,Jeiktuxp,0,1,1
Gianni,Shgrgv,1,0,0
Pino,Bgbcunwm,1,1,1
Pino,Bobil,1,1,1
Pino,Rtlh,1,0,1
Carlo,Zadswdlgky,1,0,0
Pino,Irqvbaid,1,1,1
Carlo,Omadx,1,0,0
Pino,Oamrqxkk,1,0,1
Pino,Jvahystc,1,0,1
Carlo,Jfnyqo,1,0,0
Pino,Xczfb,0,1,1
Carlo,Ckmbaijbae,0,1,0
Gianni,Mqxygski,0,0,0
Gianni,Kaspwte,1,1,0
Pino,Quzc,1,1,1
Carlo,Roibnxwdqp,0,0,0
Pino,Wcnapioi,0,0,1
Gianni,Bnwtceyzp,1,1,0
Pino,Ynqs,0,0,1
Pino,Zqvehsbxtr,1,0,1
Gianni,Rvmx,0,0,0
Carlo,Rrjvtdlu,1,1,0
Carlo,Yxhpld,0,1,0
Gianni,Lesvczzvuz,1,0,0
Pino,Jpxgcmm,0,0,1
Gianni,Tnwblo,0,1,0
Pino,Uhbdxl,1,1,1
Gianni,Bgvfbeilh,0,0,0
Carlo,Khhgvtj,0,0,0
Pino,Gaotihc,1,0,1
Gianni,Vfgtjcnajb,1,0,0
Gianni,Usjndqgh,1,0,0
Pino,Cehvzvv,0,1,1
Pino,Hcabrh,0,0,1
Gianni,Eezdl,1,0,0
Carlo,Kiuhug,1,1,0
Carlo,Caxhra,0,1,0
Pino,Pymzyankk,0,1,1
Pino,Pvxqtur,0,0,1
Carlo,Legyihbss,1,1,0
Carlo,Lwjqn,1,1,0
Pino,Cuzlz,0,1,1
Gianni,Iqpmeu,1,0,0
Pino,Rzmmzm,1,0,1
Gianni,Wdcjmrybv,1,1,0
Gianni,Stmnvpe,1,0,0
Pino,Exmnnxph,0,0,1
Gianni,Dkkkeu,1,0,0
Pino,Shsqhino,1,1,1
Pino,Uasmknof,0,0,1
Gianni,Ygafznre,1,0,0
Pino,Scjrxhs,1,0,1
Carlo,Mtkmd,0,1,0
Gianni,Cvehg,0,1,0
Carlo,Tdho,1,0,0
Gianni,Yaisd,1,1,0
Carlo,Jkgw,1,0,0
Pino,Axiq,1,1,1
Carlo,Cfwggy,1,0,0
Carlo,Mhmi,0,1,0
Pino,Ozfil,1,0,1
Carlo,Mvfw,0,1,0
Gianni,Pltofccr,1,0,0
Pino,Gwdpcneab,1,1,1
Pino,Mqeuhaxqq,0,0,1
Gianni,Naukbr,1,1,0
Gianni,Bhtncmpn,1,0,0
Gianni,Tjos,1,0,0
Pino,Jtgjur,1,0,1
Carlo,Hzifve,0,0,0
Gianni,Nfdpfsnorr,0,1,0
Gianni,Caxwidn,1,0,0
Pino,Qcxz,0,1,1
Gianni,Nnxvnew,0,0,0
Pino,Jtejxuamds,0,0,1
Carlo,Molx,0,0,0
Gianni,Mepmfluq,1,1,0
Pino,Aibnozd,1,1,1
Pino,Zjwmom,0,0,1
Carlo,Iptdsuyex,0,1,0
Carlo,Ekeygt,1,1,0
Pino,Nprhttqm,1,1,1
Gianni,Qyymwl,1,0,0
Gianni,Eymszp,1,1,0
Gianni,Tabgba,1,1,0
Carlo,Vefnxhbib,1,0,0
Gianni,Hrcji,0,1,0
Carlo,Zrfs,0,1,0
Gianni,Vvao,0,1,0
Pino,Aiwqvgxry,1,0,1
Gianni,Ffwsi,0,0,0
Carlo,Jloyxdfkk,0,1,0
Pino,Jhfhfubs,0,0,1
Carlo,Tyuehpg,0,0,0
Pino,Ieaiflb,1,1,1
Carlo,Kshvnhq,0,1,0
Carlo,Otahbruwot,1,1,0
Carlo,Nwqjwesn,0,1,0
Carlo,Suegpjx,0,0,0
Gianni,Npfkpji,1,0,0
Carlo,Ozugm,1,0,0
Pino,Xrsprdufvt,1,1,1
Carlo,Gdaadh,1,0,0
Pino,Mugoyelre,0,0,1
Carlo,Htpevpsb,1,1,0
Pino,Avjbpji,0,1,1
Pino,Jbnv,0,0,1
Pino,Muatso,0,0,1
Carlo,Alglw,1,0,0
Gianni,Mgzkjufxsy,0,0,0
Pino,Lgvdxau,1,0,1
Gianni,Cacgw,0,0,0
Gianni,Omldc,0,1,0
Carlo,Mfyi,0,1,0
Pino,Gcjxmsxsg,1,0,1
Gianni,Jmdoo,1,1,0
Pino,Ahfmoaq,0,1,1
Gianni,Xnylkmqobo,0,1,0
Gianni,Oqhozeecz,1,1,0
Gianni,Gixvj,0,1,0
Carlo,Lhqr,1,1,0
Gianni,Dszyjatf,1,1,0
Gianni,Yehqr,1,1,0
Pino,Iymryfrrj,1,1,1
Pino,Qraqjm,1,0,1
Carlo,Emopyd,0,1,0
Pino,Klwyyp,0,1,1
Gianni,Cmhudft,1,0,0
Carlo,Elgohgcrd,0,1,0
Carlo,Csib,0,0,0
Carlo,Kjfltqlguj,1,0,0
Gianni,Mxzxxhxop,0,1,0
Pino,Lgstvxd,1,0,1
Pino,Sxbq,1,1,1
Carlo,Xqvalgyqq,0,1,0
Gianni,Cbwp,0,1,0
Gianni,Exoeykha,1,0,0
Pino,Yfbbqhqr,0,0,1
Carlo,Rhmnves,1,1,0
Pino,Hswocdbp,1,0,1
Gianni,Bbzsktgd,0,1,0
Carlo,Suam,1,1,0
Carlo,Vdchj,1,1,0
Gianni,Czdby,0,1,0
Carlo,Cipghix,1,0,0
Pino,Mzlbbg,1,1,1
Carlo,Uuaj,0,0,0
Pino,Nhexf,1,0,1
Pino,Lhfmzw,0,1,1
Pino,Gzbfrkx,1,1,1
Pino,Pplh,1,1,1
Pino,Amtuezfm,0,0,1
Gianni,Mmplusvbwu,1,1,0
Gianni,Zylq,1,1,0
Gianni,Lrphefb,0,0,0
Gianni,Ypdrwsfjvl,1,1,0
Carlo,Ybvvyxytr,1,1,0
Gianni,Vmesj,0,0,0
Gianni,Tmieifw,0,0,0
Carlo,Lhahm,1,1,0
Pino,Xelhi,1,1,1
Gianni,Disxkv,1,1,0
Pino,Eshcacm,1,1,1
Carlo,Azwvwfcb,0,1,0
Gianni,Tnubjkdaf,0,0,0
Carlo,Rkbvrprui,0,1,0
Pino,Mfkanexg,0,0,1
Gianni,Threccllg,0,1,0
Gianni,Eumu,0,1,0
Carlo,Zqcie,0,1,0
Carlo,Cdrl,0,0,0
Gianni,Ofrsn,0,1,0
Carlo,Ozhxnpjw,0,1,0
Pino,Anogww,0,1,1
Gianni,Pxuggerf,1,1,0
Carlo,Yhsu,0,1,0
Carlo,Ornal,1,1,0
Gianni,Ivoqee,1,1,0
Gianni,Lskshvoc,0,0,0
Pino,Ukga,1,1,1
Gianni,Eoegb,0,0,0
Carlo,Vgmjuh,0,0,0
Carlo,Teaaloj,1,1,0
Gianni,Xajajxbnz,0,0,0
Gianni,Dotvutvc,1,1,0
Pino,Zgwgdio,1,1,1
Gianni,Pnjfq,0,1,0
Gianni,Manbygaos,0,1,0
Carlo,Rkyntvpis,0,0,0
Carlo,Kfdk,0,1,0
Carlo,Uasug,1,1,0
Gianni,Ghxawnhr,0,1,0
Pino,Uxbl,0,1,1
Pino,Ngsprrb,0,1,1
Pino,Qanpajf,0,0,1
Gianni,Seuftqyezi,0,0,0
Pino,Mezvqqofri,1,1,1
Carlo,Xfhd,1,1,0
Carlo,Cdlwhjcasd,0,0,0
Gianni,Ydmgdrzcah,0,0,0
Pino,Sxosj,0,1,1
Pino,Ivytmanh,1,1,1
Gianni,Uxhuift,1,0,0
Gianni,Hviey,0,0,0
Gianni,Enlhvtqh,0,1,0
Gianni,Nkfwy,0,1,0
Carlo,Ebhde,0,0,0
Pino,Kcxl,0,1,1
Carlo,Zowispylmq,1,1,0
Gianni,Ekfhbwlwcu,1,0,0
Gianni,Aepgpmuj,1,0,0
Pino,Spvkmum,1,1,1
Gianni,Qwxn,1,0,0
Gianni,Klqkvqhxx,1,1,0
Pino,Yxbjkhv,1,0,1
Pino,Citbqjlzkc,1,1,1
Gianni,Phtrxfe,0,1,0
Carlo,Usgkrew,1,0,0
Gianni,Fuitcpa,1,1,0
Pino,Nffw,0,0,1
Carlo,Hrmpyetm,0,0,0
Gianni,Ajuuw,1,1,0
Gianni,Dzejuowvbq,0,1,0
Pino,Bfwtnspo,1,1,1
Pino,Qqxpm,0,1,1
Carlo,Awih,1,0,0
Pino,Surr,1,0,1
Carlo,Suaxnkozn,1,1,0
Gianni,Exbejrrajh,1,0,0
Carlo,Ystwlmem,1,0,0
Pino,Bymumcu,0,1,1
Gianni,Oqazx,1,1,0
Carlo,Xnjk,1,1,0
Gianni,Izjb,1,1,0
Gianni,Bymf,0,1,0
Gianni,Pkozonw,1,0,0
Carlo,Xlynmpp,0,0,0
Gianni,Jcxs,0,1,0
Carlo,Pltfru,0,0,0
Gianni,Vwhy,1,1,0
Gianni,Upcsjrk,0,0,0
Pino,Ondey,1,0,1
Carlo,Ofzhfqcyzr,1,0,0
Carlo,Vwkzara,1,1,0
Pino,Uknb,0,1,1
Carlo,Pnvxymlows,1,1,0
Carlo,Aqbfab,1,0,0
Carlo,Ebbbso,1,0,0
Pino,Kppxekhk,1,0,1
Gianni,Ybvvclto,0,1,0
Gianni,Uxxmikwfg,0,0,0
Carlo,Vhctnefgh,0,0,0
Pino,Xvwbiqgo,0,1,1
Pino,Fagmdhavzj,1,1,1
Gianni,Jgsxgbwy,1,1,0
Carlo,Gkknu,0,1,0
Gianni,Svdnfbdev,1,1,0
Gianni,Urqdkamni,0,1,0
Carlo,Wjsfdagdn,0,1,0
Carlo,Pethqn,0,1,0
Gianni,Hhivmkxuc,1,0,0
Pino,Pxgyrjaf,0,0,1
Pino,Qitrzy,0,1,1
Pino,Twsebn,0,1,1
Pino,Kxkrtp,0,0,1
Gianni,Uvqopwumi,1,1,0
Carlo,Thpyhcnm,0,1,0
Gianni,Pgsvnmnxb,1,1,0
Carlo,Apoiia,0,0,0
Carlo,Nfllvcerx,0,1,0
Gianni,Wmvcprwk,1,1,0
Gianni,Soxcsx,1,1,0
Carlo,Dkhrcgos,1,1,0
Carlo,Euulprarr,1,0,0
Pino,Rvubotib,1,1,1
Carlo,Dmhukcikf,0,1,0
Carlo,Jwftki,0,0,0
Pino,Uywbmycai,1,1,1
Carlo,Qrfy,0,0,0
Pino,Pedktdshaf,0,1,1
Gianni,Hbnvcmoq,1,0,0
Carlo,Otphryn,1,1,0
Carlo,Bgszpiotc,1,1,0
Carlo,Keuc,1,0,0
Gianni,Pmgfjhneea,0,0,0
Carlo,Wyrtwmer,0,1,0
Gianni,Hbrajddi,1,0,0
Gianni,Soquvtp,1,0,0
Gianni,Tcylnatqq,0,0,0
Gianni,Edou,0,0,0
Pino,Wtwlsjpar,0,1,1
Carlo,Zbnsck,0,1,0
Pino,Khqaymrt,1,0,1
Pino,Vyulcsds,0,0,1
Pino,Vdhsnfmwaz,0,1,1
Gianni,Xgpzrv,0,1,0
Pino,Ixaoulgiub,1,0,1
Gianni,Dogmjdhzm,0,1,0
Pino,Vltjseez,1,0,1
Pino,Nlxvpmzpa,0,1,1
Carlo,Pyjc,1,1,0
Gianni,Lrpr,1,1,0
Carlo,Xknfctdjx,0,1,0
Carlo,Fuajhvs,1,0,0
Gianni,Uignoh,1,1,0
Gianni,Toaymn,1,0,0
Carlo,Oujijykniq,0,0,0
Gianni,Wtwoltx,0,0,0
Gianni,Pjgjhjd,0,1,0
Pino,Kome,0,1,1
Gianni,Rfhid,0,0,0
Pino,Aqlia,1,0,1
Pino,Fskiszcs,1,1,1
Carlo,Trrmkzr,0,0,0
Gianni,Ojrwgw,0,1,0
Gianni,Fmjcsen,0,1,0
Pino,Xxuhwv,1,1,1
Gianni,Ncybdfs,0,0,0
Carlo,Eiha,1,0,0
Carlo,Iooxrouij,0,1,0
Carlo,Dkmacepk,1,0,0
Gianni,Jyxk,0,1,0
Pino,Orkioy,1,0,1
Carlo,Muqczltj,0,1,0
Gianni,Yxmp,0,0,0
Pino,Atrhd,1,1,1
Gianni,Nepmmios,0,1,0
Gianni,Xlcfdc,1,1,0
Gianni,Ecoel,1,1,0
Gianni,Rysbrh,0,0,0
Pino,Hrgwyklhme,1,0,1
Gianni,Ktlgvrvwp,1,1,0
Carlo,Ufqvsrl,0,0,0
Gianni,Dfha,1,1,0
Gianni,Yhtjpstj,0,1,0
Carlo,Llqp,0,1,0
Gianni,Qwhm,0,1,0
Gianni,Uqzvc,0,1,0
Gianni,Nqboahp,0,0,0
Pino,Binrjgmkb,1,1,1
Pino,Bzlurca,1,1,1
Carlo,Ljawj,0,0,0
Carlo,Mwazial,1,0,0
Carlo,Jqjjaf,1,0,0
Gianni,Uwdmqftc,0,1,0
Carlo,Lkoqmazbc,1,1,0
Carlo,Funlx,0,0,0
Carlo,Tpowwviuk,0,0,0
Pino,Ioeovsxkcq,1,0,1
Pino,Zyajvpe,0,1,1
Carlo,Mggvjnxqm,0,1,0
Pino,Olgm,1,1,1
Gianni,Pcbzdwnd,0,1,0
Carlo,Cptpdnurw,0,0,0
Gianni,Pgybzb,1,1,0
Pino,Nwgisclrw,0,0,1
Carlo,Mvvqwjy,1,0,0
Gianni,Dpgpogk,0,0,0
Carlo,Rvhix,0,1,0
Pino,Empmfhql,0,1,1
Gianni,Pwbpc,1,1,0
Pino,Asjoqw,1,0,1
Carlo,Axkpgt,1,0,0
Carlo,Krxl,0,1,0
Pino,Htygt,1,0,1
Carlo,Sinkntu,0,0,0
Gianni,Jzigasn,0,0,0
Carlo,Gmewi,1,0,0
Gianni,Uetwltzk,1,0,0
Gianni,Unzp,0,1,0
Carlo,Cqjagnvuk,0,0,0
Pino,Fxrng,1,0,1
Gianni,Zqrz,0,0,0
Carlo,Kfgl,0,1,0
Carlo,Jvkfsezk,1,1,0
Carlo,Ekbk,1,1,0
Gianni,Dahujhbtqq,1,0,0
Carlo,Zooqaeumyk,1,1,0
Carlo,Asaxmqgz,1,0,0
Pino,Oabxdppmd,0,0,1
Carlo,Jrostts,0,1,0
Pino,Ztxwgped,1,1,1
Carlo,Inehba,0,0,0
Gianni,Nkit,1,0,0
Pino,Lkwmrmzy,0,0,1
Pino,Qczecrhbw,0,0,1
Pino,Qbzgbnrejl,0,1,1
Carlo,Ylrdnhuzct,1,1,0
Gianni,Etosrsyusn,0,1,0
Gianni,Vqhzmcxy,1,0,0
Pino,Jjkrcddojv,0,1,1
Carlo,Wtsioh,1,1,0
Gianni,Xcqnl,0,0,0
Carlo,Cmauj,1,1,0
Carlo,Sgbiaqasxb,0,0,0
Gianni,Kvtoiv,0,0,0
Carlo,Lmrhmg,1,1,0
Gianni,Jgqfztpo,0,0,0
Pino,Trfsz,0,1,1
Pino,Ftncuz,0,0,1
Carlo,Npbduuphl,0,1,0
Carlo,Cyylq,0,1,0
Carlo,Vhqgylxilr,1,0,0
Pino,Pgjs,1,1,1
Gianni,Vxkhbzr,0,0,0
Pino,Qnqdmm,0,0,1
Carlo,Dkhnzswwkn,0,0,0
Gianni,Smausbplqr,1,0,0
Gianni,Wlzq,0,0,0
Gianni,Gsdobhbku,1,0,0
Gianni,Wygrxev,1,0,0
Gianni,Ceje,0,1,0
Carlo,Arumjvfoq,0,0,0
Gianni,Mfhtqyynzn,0,1,0
Carlo,Dsammmnt,1,1,0
Gianni,Xppgcbwd,0,1,0
Gianni,Bmiaexumj,1,1,0
Pino,Ccdlp,1,0,1
Gianni,Yktidrkxyk,0,1,0
Carlo,Hfngehdoqa,1,0,0
Pino,Efxnwo,1,1,1
Carlo,Jvnwcmdcsm,1,1,0
Pino,Qnnchl,1,1,1
Carlo,Gmwllfqngo,1,0,0
Pino,Zpvgrf,1,0,1
Pino,Uwti,1,1,1
Pino,Fcynglco,1,1,1
Pino,Orujjpywtk,1,0,1
Pino,Yzztuomcm,1,0,1
Pino,Bbtatcfo,1,1,1
