Name,Surname,HasA,HasB,Class
Pino,Pngbvb,0,0,1
Gianni,Rjsae,0,0,0
Zenio,Qnjfcn,0,0,1
Carlo,Mvygulfhwb,0,0,0
Carlo,Luudh,0,0,0
Pino,Mceqyanyk,0,0,1
Gianni,Gaqerjmbws,0,0,0
Zenio,Ualxm,0,0,1
Gianni,Ngkknybg,0,0,0
Zenio,Qxbnhy,0,0,1
Carlo,Fxmtm,0,0,0
Pino,Phleflhu,0,0,1
Pino,Ivmmy,0,0,1
Zenio,Rpoxhyt,0,0,1
Pino,Ksphgts,0,0,1
Carlo,Femqb,0,0,0
Zenio,Ylgtnaimf,0,0,1
Gianni,Rjxaaw,0,0,0
Gianni,Cfgctykxh,0,0,0
Gianni,Cnvflnpkf,0,0,0
Carlo,Fbbaufhvdg,0,0,0
Carlo,Qpwau,0,0,0
Pino,Xrybolo,0,0,1
Gianni,Jogiw,0,0,0
Gianni,Vopebbg,0,0,0
Pino,Wtywnr,0,0,1
Carlo,Fsxraoqwtv,0,0,0
Zenio,Ztjwryzp,0,0,1
Pino,Ermjfzcez,0,0,1
Carlo,Yovnojm,0,0,0
Zenio,Hmqhwqmkj,0,0,1
Pino,Pbarrohk,0,0,1
Pino,Msmsykljp,0,0,1
Carlo,Yzqwht,0,0,0
Zenio,Iphqzmii,0,0,1
Zenio,Bbjdur,0,0,1
Gianni,Pjtej,0,0,0
Carlo,Hhszfkdfci,0,0,0
Zenio,Fbrww,0,0,1
Gianni,Jpzpihn,0,0,0
Zenio,Adcsycmbef,0,0,1
Zenio,Iaxqadgm,0,0,1
Zenio,Kvrbr,0,0,1
Carlo,Ygory,0,0,0
Pino,Xbkmxfwd,0,0,1
Pino,Ahmwefzhd,0,0,1
Pino,Baiirmflwh,0,0,1
Gianni,Unag,0,0,0
Zenio,Wwxifqnvtb,0,0,1
Carlo,Wqmv,0,0,0
Carlo,Kqghzw,0,0,0
Gianni,Mfvjacqxvi,0,0,0
Pino,Xpshrvomht,0,0,1
Carlo,Thlaino,0,0,0
Zenio,Wwjwefugjo,0,0,1
Carlo,Lmovkky,0,0,0
Gianni,Vuhrlcju,0,0,0
Pino,Ojdhnww,0,0,1
Carlo,Dnsczvtye,0,0,0
Zenio,Fhfzojfz,0,0,1
Carlo,Wjazqfjqrd,0,0,0
Zenio,Dmwijmrfqv,0,0,1
Zenio,Crvydjrycv,0,0,1
Zenio,Cgoete,0,0,1
Pino,Xynzdrqg,0,0,1
Carlo,Qwqlwnfol,0,0,0
Gianni,Psazjwo,0,0,0
Zenio,Upvubesje,0,0,1
Zenio,Wlixpkpg,0,0,1
Zenio,Tftjlpmy,0,0,1
Pino,Aujn,0,0,1
Gianni,Aotshfcyuh,0,0,0
Zenio,Kjgwl,0,0,1
Carlo,Iflapnbii,0,0,0
Gianni,Yecv,0,0,0
Carlo,Gctkmpf,0,0,0
Carlo,Dbsgeiatr,0,0,0
Zenio,Xajgjfuc,0,0,1
Pino,Zatmevnhbg,0,0,1
Carlo,Xvdtr,0,0,0
Carlo,Ugjhzl,0,0,0
Carlo,Sregn,0,0,0
Gianni,Gachlsfon,0,0,0
Carlo,Pbsogtjdl,0,0,0
Zenio,Xgtdvy,0,0,1
Pino,Iejqiskuz,0,0,1
Pino,Hljorfrwpi,0,0,1
Carlo,Cuogzyvagj,0,0,0
Gianni,Fnjrrx,0,0,0
Gianni,Npvxxfgqa,0,0,0
Gianni,Lrejhnlua,0,0,0
Pino,Ttvlsrsqt,0,0,1
Gianni,Cxubzvei,0,0,0
Gianni,Fblqz,0,0,0
Carlo,Wjgzfhgg,0,0,0
Zenio,Wsuwjkj,0,0,1
Carlo,Zlmuz,0,0,0
Zenio,Dreartrq,0,0,1
Carlo,Idrk,0,0,0
Pino,Zzflgneani,0,0,1
Gianni,Xbwduaq,0,0,0
Carlo,Bkobkn,0,0,0
Carlo,Eajfhf,0,0,0
Gianni,Suxrkdriqi,0,0,0
Gianni,Lqnlhzd,0,0,0
Zenio,Mjqoyx,0,0,1
Carlo,Hkbtzhn,0,0,0
Zenio,Vhzg,0,0,1
Pino,Jiaorpai,0,0,1
Carlo,Qsgkuxn,0,0,0
Gianni,Utwbpxdubw,0,0,0
Pino,Bmlx,0,0,1
Pino,Doaq,0,0,1
Gianni,Dzceht,0,0,0
Pino,Oehjmx,0,0,1
Gianni,Zpgfdhyvhe,0,0,0
Gianni,Qfgcqthoob,0,0,0
Gianni,Iradyt,0,0,0
Pino,Oyvfcelx,0,0,1
Pino,Ubpttecmtj,0,0,1
Pino,Bulwltscf,0,0,1
Pino,Evhz,0,0,1
Zenio,Jmtow,0,0,1
Pino,Rdehuhdm,0,0,1
Carlo,Wupiqiphxs,0,0,0
Carlo,Bzcybq,0,0,0
Pino,Qbtskbax,0,0,1
Zenio,Nagsm,0,0,1
Pino,Ehugdmye,0,0,1
Gianni,Qjeqjpnedb,0,0,0
Carlo,Mtbf,0,0,0
Zenio,Wxkuhpul,0,0,1
Gianni,Mthiw,0,0,0
Pino,Fcgbhiwy,0,0,1
Zenio,Gausu,0,0,1
Zenio,Acmijdia,0,0,1
Zenio,Kzfz,0,0,1
Carlo,Jwmxsvj,0,0,0
Gianni,Gyhmzmxc,0,0,0
Zenio,Diwsniyf,0,0,1
Carlo,Lllu,0,0,0
Pino,Pidq,0,0,1
Pino,Ufhbrszp,0,0,1
Pino,Pcbgsayex,0,0,1
Carlo,Etadaebrj,0,0,0
Gianni,Zfpnecv,0,0,0
Pino,Dxoclnmti,0,0,1
Carlo,Ynsocltmr,0,0,0
Pino,Gdqozb,0,0,1
Zenio,Xlukhmuke,0,0,1
Carlo,Vyahvrwf,0,0,0
Pino,Ciplo,0,0,1
Gianni,Poyyq,0,0,0
Gianni,Vfgs,0,0,0
Gianni,Ebuwxxwrte,0,0,0
Carlo,Xmms,0,0,0
Carlo,Mqzfijt,0,0,0
Gianni,Iymgoiz,0,0,0
Zenio,Bkfgnl,0,0,1
Zenio,Klkzxpp,0,0,1
Zenio,Zbimwch,0,0,1
Pino,Mckgru,0,0,1
Gianni,Kuksyjzb,0,0,0
Gianni,Xvijk,0,0,0
Carlo,Hgfazx,0,0,0
Gianni,Sjebk,0,0,0
Zenio,Lpplxaq,0,0,1
Carlo,Hxslr,0,0,0
Carlo,Zkamaybyb,0,0,0
Carlo,Zmftqhugz,0,0,0
Zenio,Sugxsiosoa,0,0,1
Pino,Gdsupm,0,0,1
Carlo,Tfkp,0,0,0
Pino,Cscscirkca,0,0,1
Zenio,Oovcs,0,0,1
Gianni,Vgxkdmj,0,0,0
Carlo,Uzwpqpiq,0,0,0
Zenio,Jagnagjh,0,0,1
Carlo,Hrudkftw,0,0,0
Zenio,Rwddsmk,0,0,1
Pino,Kelend,0,0,1
Carlo,Pcvlfx,0,0,0
Pino,Gbblpgnyr,0,0,1
Zenio,Xpfrwy,0,0,1
Gianni,Zasibcmd,0,0,0
Pino,Eswfrb,0,0,1
Carlo,Euzghglk,0,0,0
Pino,Ckpnjuner,0,0,1
Gianni,Sauhdtowkt,0,0,0
Carlo,Myiob,0,0,0
Gianni,Tayt,0,0,0
Pino,Vxjqdchz,0,0,1
Pino,Gclufklp,0,0,1
Zenio,Hlacjmkq,0,0,1
Gianni,Gbzkg,0,0,0
Zenio,Jyrv,0,0,1
Carlo,Dyksk,0,0,0
Zenio,Sdsvhceje,0,0,1
Pino,Yewiik,0,0,1
Carlo,Iiratuaok,0,0,0
Pino,Ogxghb,0,0,1
Zenio,Ciceojyxj,0,0,1
Pino,Gqiczq,0,0,1
Zenio,Gbrlnbhsbr,0,0,1
Pino,Bcylsakxtd,0,0,1
Gianni,Kgwpqxqflc,0,0,0
Zenio,Idbwtbwl,0,0,1
Carlo,Piwtyrxoei,0,0,0
Zenio,Muccjfnmfh,0,0,1
Pino,Mkpbquhibf,0,0,1
Zenio,Bhomvv,0,0,1
Gianni,Azmflghzg,0,0,0
Zenio,Lgysaxkx,0,0,1
Gianni,Dahfqvkn,0,0,0
Pino,Zwnk,0,0,1
Carlo,Jhtscnrtkt,0,0,0
Zenio,Jkfw,0,0,1
Carlo,Lcidvlkns,0,0,0
Gianni,Nbwyjhcjse,0,0,0
Carlo,Wquzbi,0,0,0
Zenio,Odzdtmv,0,0,1
Carlo,Ftyliwigwu,0,0,0
Carlo,Zetaqkpver,0,0,0
Gianni,Vgptdxp,0,0,0
Pino,Fyhkbva,0,0,1
Zenio,Oufusts,0,0,1
Carlo,Cmfqfadrs,0,0,0
Pino,Udxqlr,0,0,1
Gianni,Stzb,0,0,0
Carlo,Ceeozqncu,0,0,0
Gianni,Tsoyvrcxnn,0,0,0
Gianni,Yiadkeetb,0,0,0
Gianni,Ojvs,0,0,0
Carlo,Juxhulqzt,0,0,0
Carlo,Wjhbktwwy,0,0,0
Pino,Kfxrx,0,0,1
Pino,Hrginafch,0,0,1
Carlo,Vaxurvmdh,0,0,0
Carlo,Yhtvfiery,0,0,0
Carlo,Zqgc,0,0,0
Pino,Wvqoqzpme,0,0,1
Zenio,Uwnouacmg,0,0,1
Gianni,Txrd,0,0,0
Gianni,Otlb,0,0,0
Gianni,Kbzvd,0,0,0
Zenio,Zqlfokusun,0,0,1
Pino,Fmie,0,0,1
Zenio,Zfszr,0,0,1
Pino,Sagjbjwi,0,0,1
Carlo,Xrlwnehozb,0,0,0
Pino,Schibe,0,0,1
Zenio,Kppqbtjn,0,0,1
Pino,Yujuwh,0,0,1
Gianni,Ddtvh,0,0,0
Zenio,Ikekx,0,0,1
Gianni,Jjnpdmh,0,0,0
Carlo,Gysoaiv,0,0,0
Zenio,Vopsj,0,0,1
Gianni,Hilj,0,0,0
Gianni,Uspektd,0,0,0
Carlo,Zauswatu,0,0,0
Carlo,Zvuhbzx,0,0,0
Pino,Whpst,0,0,1
Zenio,Yoldohe,0,0,1
Pino,Oijki,0,0,1
Carlo,Drbt,0,0,0
Pino,Sapjqxvnpr,0,0,1
Gianni,Zufxsuc,0,0,0
Carlo,Uafqgg,0,0,0
Pino,Vitdwnecw,0,0,1
Pino,Elrnutrd,0,0,1
Gianni,Vcwdfjib,0,0,0
Carlo,Cfrv,0,0,0
Carlo,Kbiyap,0,0,0
Gianni,Ogyihy,0,0,0
Zenio,Bsvalkub,0,0,1
Zenio,Jtqd,0,0,1
Carlo,Miscifcka,0,0,0
Pino,Bolbjhs,0,0,1
Carlo,Cjtpejlqcf,0,0,0
Zenio,Ayfofpmjo,0,0,1
Carlo,Dsip,0,0,0
Pino,Puodoa,0,0,1
Gianni,Ykzhp,0,0,0
Carlo,Xknbjh,0,0,0
Gianni,Slmrs,0,0,0
Carlo,Uspdi,0,0,0
Zenio,Caan,0,0,1
Gianni,Hmup,0,0,0
Pino,Pxxylxji,0,0,1
Zenio,Wjid,0,0,1
Carlo,Ahgtd,0,0,0
Carlo,Sydw,0,0,0
Zenio,Timljri,0,0,1
Carlo,Injpyarks,0,0,0
Pino,Kxjw,0,0,1
Gianni,Acgwekwh,0,0,0
Zenio,Kjhtmofhy,0,0,1
Pino,Sudvxzhfl,0,0,1
Zenio,Vaqmm,0,0,1
Carlo,Rhbpyxq,0,0,0
Gianni,Rywxjch,0,0,0
Carlo,Trach,0,0,0
Pino,Xcvifstqp,0,0,1
Pino,Evjciki,0,0,1
Zenio,Ztpvovq,0,0,1
Carlo,Chlx,0,0,0
Pino,Vllqxw,0,0,1
Gianni,Uglccxiq,0,0,0
Gianni,Giwbjjnpif,0,0,0
Carlo,Rokdxr,0,0,0
Gianni,Syodu,0,0,0
Pino,Lpkvmhvf,0,0,1
Zenio,Rrlpm,0,0,1
Carlo,Hzyxunz,0,0,0
Carlo,Arbywiyly,0,0,0
Zenio,Sixggubgu,0,0,1
Pino,Lslvkyt,0,0,1
Gianni,Xgyhrkawz,0,0,0
Carlo,Strzkcx,0,0,0
Pino,Zzoz,0,0,1
Pino,Ozrf,0,0,1
Carlo,Loxjsruqg,0,0,0
Carlo,Mekkyfc,0,0,0
Gianni,Qqlcgs,0,0,0
Gianni,Mfzvniyss,0,0,0
Carlo,Qklmvbfs,0,0,0
Carlo,Ksrwurraui,0,0,0
Zenio,Xkyw,0,0,1
Zenio,Ioxz,0,0,1
Carlo,Dmzwbyrfm,0,0,0
Pino,Kckhqeqb,0,0,1
Carlo,Mfbbawpr,0,0,0
Carlo,Ostclbkkjf,0,0,0
Pino,Axlngjk,0,0,1
Gianni,Ryywqi,0,0,0
Carlo,Xesb,0,0,0
Gianni,Drxywjtkl,0,0,0
Zenio,Utwryvtv,0,0,1
Carlo,Xvlzfuxa,0,0,0
Zenio,Zeyvact,0,0,1
Pino,Nxnc,0,0,1
Pino,Ajqpa,0,0,1
Carlo,Zdwx,0,0,0
Pino,Rgzmjast,0,0,1
Gianni,Zhct,0,0,0
Zenio,Gtfbyx,0,0,1
Gianni,Onevow,0,0,0
Pino,Pmhrzudwhk,0,0,1
Gianni,Ykerrbz,0,0,0
Zenio,Juehvuhis,0,0,1
Gianni,Tvvwrqxi,0,0,0
Carlo,Aoxv,0,0,0
Carlo,Jiqovx,0,0,0
Pino,Qcomvvwpfg,0,0,1
Zenio,Ijswblk,0,0,1
Gianni,Lcqul,0,0,0
Gianni,Bbqqghy,0,0,0
Pino,Himkcpzbh,0,0,1
Pino,Vowtuxltyx,0,0,1
Pino,Yaizx,0,0,1
Pino,Sxmklmkq,0,0,1
Zenio,Zeazph,0,0,1
Carlo,Khawujzp,0,0,0
Pino,Wkkj,0,0,1
Pino,Wdgipc,0,0,1
Gianni,Lhpuoi,0,0,0
Pino,Nmbnfuuun,0,0,1
Zenio,Zsyuyxcmrg,0,0,1
Zenio,Njngouert,0,0,1
Zenio,Rwobucdtdn,0,0,1
Zenio,Vasxtkbs,0,0,1
Carlo,Gzyxtffsb,0,0,0
Pino,Yxniasvpta,0,0,1
Pino,Wuaooxyttp,0,0,1
Gianni,Lfcghosbo,0,0,0
Zenio,Dredvbswqx,0,0,1
Zenio,Dmbf,0,0,1
Gianni,Zyyjeuy,0,0,0
Zenio,Giruygjh,0,0,1
Carlo,Vomap,0,0,0
Pino,Yirjppuw,0,0,1
Pino,Yqyed,0,0,1
Zenio,Vdxngwwvlj,0,0,1
Zenio,Kotf,0,0,1
Carlo,Dirt,0,0,0
Gianni,Mscgtzojbb,0,0,0
Gianni,Rxfpnssat,0,0,0
Carlo,Zwphph,0,0,0
Carlo,Znng,0,0,0
Carlo,Badwlvmei,0,0,0
Pino,Spqccld,0,0,1
Carlo,Yxafcyiys,0,0,0
Zenio,Gnwotd,0,0,1
Zenio,Upcbnjcuz,0,0,1
Pino,Ufolwvl,0,0,1
Zenio,Bnqnuvoxf,0,0,1
Pino,Pgdivrbl,0,0,1
Gianni,Xupihjel,0,0,0
Carlo,Drjmmxbz,0,0,0
Pino,Ewclwc,0,0,1
Gianni,Vhobefco,0,0,0
Pino,Rrquezci,0,0,1
Zenio,Devk,0,0,1
Zenio,Deng,0,0,1
Zenio,Gfjprqhfeo,0,0,1
Gianni,Untpgyuq,0,0,0
Gianni,Ahgowoa,0,0,0
Carlo,Vvfuicmodz,0,0,0
Pino,Tlrxjdf,0,0,1
Pino,Wqhjusag,0,0,1
Zenio,Xmonlwpudn,0,0,1
Carlo,Dzmjtqmjky,0,0,0
Carlo,Gpbdktcrbq,0,0,0
Zenio,Orytixw,0,0,1
Pino,Nxnklij,0,0,1
Gianni,Vcbhiomify,0,0,0
Carlo,Azmyyce,0,0,0
Carlo,Xftk,0,0,0
Zenio,Mixi,0,0,1
Zenio,Dabyjwvfis,0,0,1
Carlo,Bqecbrtqe,0,0,0
Zenio,Fdfog,0,0,1
Pino,Iusnistija,0,0,1
Carlo,Ysywm,0,0,0
Pino,Rjluflsdj,0,0,1
Carlo,Jhzrrfgy,0,0,0
Carlo,Wceb,0,0,0
Pino,Yuceipr,0,0,1
Gianni,Ajkkvv,0,0,0
Pino,Mlsuzquca,0,0,1
Zenio,Quuxebrhw,0,0,1
Gianni,Qbqims,0,0,0
Carlo,Wgztzcpel,0,0,0
Carlo,Hcxg,0,0,0
Carlo,Jtjnlkbev,0,0,0
Gianni,Qvdrq,0,0,0
Zenio,Oobfvl,0,0,1
Pino,Malcb,0,0,1
Pino,Cjmc,0,0,1
Carlo,Jpecw,0,0,0
Gianni,Wtzds,0,0,0
Gianni,Ajftn,0,0,0
Gianni,Ytlaextmkt,0,0,0
Carlo,Krpwdxeatc,0,0,0
Carlo,Nkhc,0,0,0
Gianni,Pkng,0,0,0
Carlo,Zprme,0,0,0
Carlo,Ecdqa,0,0,0
Pino,Yaqzb,0,0,1
Gianni,Huyxdpeq,0,0,0
Zenio,Imcuoaakeb,0,0,1
Gianni,Iakpblt,0,0,0
Carlo,Vzvmv,0,0,0
Zenio,Cpod,0,0,1
Pino,Scsyakcq,0,0,1
Gianni,Nbywdns,0,0,0
Gianni,Hioftx,0,0,0
Pino,Iymgoiz,0,0,1
Pino,Eohras,0,0,1
Pino,Evcsxj,0,0,1
Gianni,Ntcbqqsy,0,0,0
Gianni,Lrbh,0,0,0
Pino,Phjohgfrq,0,0,1
Pino,Cmhdh,0,0,1
Gianni,Gcwj,0,0,0
Pino,Mlphkwmrs,0,0,1
Pino,Bfecf,0,0,1
Gianni,Axhzuy,0,0,0
Carlo,Elhcvwldh,0,0,0
Gianni,Tumyfox,0,0,0
Pino,Gqesxzrtlz,0,0,1
Gianni,Lkkghcaz,0,0,0
Pino,Jmsiqf,0,0,1
Zenio,Nwjrflew,0,0,1
Gianni,Ojfierqco,0,0,0
Pino,Nyfzkkmq,0,0,1
Carlo,Yzrkylx,0,0,0
Carlo,Cowmi,0,0,0
Carlo,Rpizhvami,0,0,0
Carlo,Xhbatizqhj,0,0,0
Pino,Nrivy,0,0,1
Zenio,Ulsdf,0,0,1
Pino,Nrlumnz,0,0,1
Gianni,Pxvlbc,0,0,0
Gianni,Wtyqixgpz,0,0,0
Pino,Ivamysuaby,0,0,1
Zenio,Hdeom,0,0,1
Carlo,Kxrxcay,0,0,0
Carlo,Qesxljzqgw,0,0,0
Carlo,Sbuzyiuj,0,0,0
Gianni,Ajswehsm,0,0,0
Carlo,Kpfr,0,0,0
Gianni,Kdjlh,0,0,0
Gianni,Nuvuvhgn,0,0,0
Gianni,Zyvl,0,0,0
Carlo,Kozqfasp,0,0,0
Carlo,Kftwfizf,0,0,0
Zenio,Ltvgqmhlq,0,0,1
Pino,Cjwddatq,0,0,1
Gianni,Jcnjorqbib,0,0,0
Pino,Tlkozylwp,0,0,1
Carlo,Ahckujysjm,0,0,0
Gianni,Vlqonlxajs,0,0,0
Zenio,Tvxi,0,0,1
Pino,Rdfz,0,0,1
Gianni,Lcltye,0,0,0
Zenio,Jhgbep,0,0,1
Zenio,Tvziqgyvuz,0,0,1
Pino,Gfalsuzo,0,0,1
Carlo,Vuytbmz,0,0,0
Zenio,Lracuzz,0,0,1
Zenio,Vpmcphrfs,0,0,1
Gianni,Uuph,0,0,0
Zenio,Bbubthcpc,0,0,1
Gianni,Mzfqsgb,0,0,0
Pino,Vodgyeu,0,0,1
Carlo,Ciza,0,0,0
Gianni,Bwgbznf,0,0,0
Zenio,Dvkerxs,0,0,1
Zenio,Pmqscrxku,0,0,1
Zenio,Kxtcmn,0,0,1
Zenio,Sgyu,0,0,1
Gianni,Komss,0,0,0
Pino,Raiyf,0,0,1
Carlo,Fcmrht,0,0,0
Carlo,Guei,0,0,0
Pino,Comkooa,0,0,1
Carlo,Hfjvxxxlnr,0,0,0
Pino,Cpyucbvwkc,0,0,1
Carlo,Yxdnohsh,0,0,0
Gianni,Afmmbrfgf,0,0,0
Carlo,Bcgnaffvk,0,0,0
Pino,Aaoagcec,0,0,1
Gianni,Ltpo,0,0,0
Gianni,Kwlom,0,0,0
Carlo,Znmsa,0,0,0
Gianni,Xvyxm,0,0,0
Carlo,Uwavx,0,0,0
Zenio,Avroxfh,0,0,1
Zenio,Yeftauxig,0,0,1
Gianni,Yptnbm,0,0,0
Gianni,Pqvlsxtpm,0,0,0
Carlo,Txrewgg,0,0,0
Pino,Mhgxourbj,0,0,1
Carlo,Gidutzetip,0,0,0
Zenio,Xtlqwfwjc,0,0,1
Pino,Imrk,0,0,1
Zenio,Mzae,0,0,1
Pino,Xjyfdhhah,0,0,1
Zenio,Vudaux,0,0,1
Pino,Cmbbcburuc,0,0,1
Zenio,Darbjidpgc,0,0,1
Gianni,Wjhbz,0,0,0
Pino,Qmqv,0,0,1
Pino,Xewlayk,0,0,1
Pino,Hngvlc,0,0,1
Pino,Opqutco,0,0,1
Carlo,Yihwgw,0,0,0
Zenio,Vegyc,0,0,1
Zenio,Qurfdskzdr,0,0,1
Gianni,Srthr,0,0,0
Carlo,Kpswj,0,0,0
Carlo,Cotozpwxh,0,0,0
Pino,Ynugylb,0,0,1
Pino,Eyktwi,0,0,1
Pino,Iozgib,0,0,1
Pino,Udqigm,0,0,1
Zenio,Kulpqj,0,0,1
Zenio,Feimqsssxe,0,0,1
Gianni,Phipcg,0,0,0
Pino,Xjjbe,0,0,1
Pino,Rloahy,0,0,1
Pino,Dzcaqisd,0,0,1
Zenio,Irfuqzvhge,0,0,1
Pino,Sqxlisszd,0,0,1
Carlo,Qjxfqqktme,0,0,0
Zenio,Jvuufcbof,0,0,1
Gianni,Xpet,0,0,0
Pino,Jhinvr,0,0,1
Pino,Cpkue,0,0,1
Zenio,Railoxsh,0,0,1
Carlo,Pfdchfxxhe,0,0,0
Pino,Wlowvvmlp,0,0,1
Carlo,Igwyihedw,0,0,0
Pino,Vbbolvi,0,0,1
Pino,Xdpbsqmii,0,0,1
Pino,Yzzvbfuql,0,0,1
Zenio,Ejeiqwdjhe,0,0,1
Pino,Okya,0,0,1
Gianni,Eqadq,0,0,0
Gianni,Ujox,0,0,0
Gianni,Yyyx,0,0,0
Gianni,Bhrqbuor,0,0,0
Carlo,Nyho,0,0,0
Zenio,Vlxnal,0,0,1
Carlo,Jdfqjga,0,0,0
Carlo,Zucforemd,0,0,0
Carlo,Cclzxw,0,0,0
Zenio,Adejuesb,0,0,1
Pino,Ozdhcxrjnq,0,0,1
Zenio,Gjbzve,0,0,1
Gianni,Hfjvxxxlnr,0,0,0
Carlo,Yarduqr,0,0,0
Zenio,Xwgxcw,0,0,1
Zenio,Eovriasol,0,0,1
Zenio,Dsneldnd,0,0,1
Gianni,Hinojkr,0,0,0
Carlo,Abxldls,0,0,0
Pino,Urlnz,0,0,1
Zenio,Jyalk,0,0,1
Pino,Mlygqad,0,0,1
Carlo,Uipi,0,0,0
Carlo,Vzwvqnmxxl,0,0,0
Pino,Svndvxr,0,0,1
Gianni,Ccfd,0,0,0
Gianni,Nfzrbd,0,0,0
Carlo,Ammqsbfh,0,0,0
Carlo,Ujvzlel,0,0,0
Zenio,Ahuykhyvd,0,0,1
Pino,Oxgjvtvwt,0,0,1
Zenio,Pxjp,0,0,1
Gianni,Jdsolb,0,0,0
Carlo,Jsyfpjz,0,0,0
Zenio,Licb,0,0,1
Pino,Ndbupkwlkt,0,0,1
Gianni,Jlgwufxejv,0,0,0
Pino,Hzbqt,0,0,1
Pino,Ximpipndd,0,0,1
Pino,Xgxdtj,0,0,1
Pino,Reypjejund,0,0,1
Gianni,Wvtmhqek,0,0,0
Pino,Wclp,0,0,1
Zenio,Fzciuunni,0,0,1
Gianni,Bivdstn,0,0,0
Gianni,Xtcesbak,0,0,0
Pino,Sndgoant,0,0,1
Pino,Knxplkj,0,0,1
Carlo,Wcjp,0,0,0
Pino,Cezqyzmh,0,0,1
Carlo,Sjwxo,0,0,0
Zenio,Iwcj,0,0,1
Pino,Qowjf,0,0,1
Pino,Aizli,0,0,1
Zenio,Nugdeakfwz,0,0,1
Zenio,Vrozjweph,0,0,1
Zenio,Ogtigdbfux,0,0,1
Zenio,Swwuf,0,0,1
Gianni,Vrjc,0,0,0
Gianni,Iyvpl,0,0,0
Zenio,Lopgq,0,0,1
Pino,Rdosyaf,0,0,1
Pino,Xonzub,0,0,1
Zenio,Daitdz,0,0,1
Pino,Sloaqmiqy,0,0,1
Zenio,Nmiyzpwm,0,0,1
Zenio,Uyrjxftzh,0,0,1
Gianni,Kiqtlm,0,0,0
Pino,Scyfaymqp,0,0,1
Zenio,Xjiac,0,0,1
Pino,Rzxubwdsov,0,0,1
Pino,Atlmcmexx,0,0,1
Carlo,Ekozxdoyep,0,0,0
Pino,Ezyduvohr,0,0,1
Zenio,Ywmjinjyc,0,0,1
Gianni,Qugt,0,0,0
Carlo,Svzaocqvd,0,0,0
Carlo,Ddzdygk,0,0,0
Zenio,Efcz,0,0,1
Pino,Fkqg,0,0,1
Pino,Qidhjelk,0,0,1
Gianni,Jsuidm,0,0,0
Zenio,Rbcztxr,0,0,1
Carlo,Locpdhkgm,0,0,0
Zenio,Kqpdxzyuh,0,0,1
Carlo,Hflywxe,0,0,0
Pino,Ktvn,0,0,1
Pino,Etaxyj,0,0,1
Gianni,Vmub,0,0,0
Gianni,Mfwgkleoei,0,0,0
Pino,Zfgexed,0,0,1
Carlo,Hlstlbbhn,0,0,0
Zenio,Baoneke,0,0,1
Zenio,Olvutaejs,0,0,1
Gianni,Jjterw,0,0,0
Gianni,Lwxlmj,0,0,0
Carlo,Chlx,0,0,0
Pino,Zjncagltl,0,0,1
Carlo,Qjswkgtuu,0,0,0
Carlo,Petcuycape,0,0,0
Zenio,Dfez,0,0,1
Zenio,Wagvcvs,0,0,1
Pino,Wkad,0,0,1
Zenio,Hmzxzxx,0,0,1
Pino,Qmvp,0,0,1
Gianni,Qubdzp,0,0,0
Gianni,Dbgcjvj,0,0,0
Carlo,Yoweyz,0,0,0
Zenio,Fmuppbo,0,0,1
Zenio,Jzqr,0,0,1
Carlo,Mfmbb,0,0,0
Carlo,Gnvsbhdecq,0,0,0
Carlo,Pvifaqldw,0,0,0
Pino,Yytay,0,0,1
Carlo,Emzud,0,0,0
Pino,Nkzhl,0,0,1
Zenio,Zwbumok,0,0,1
Gianni,Dyhfnfh,0,0,0
Carlo,Pofucvkn,0,0,0
Pino,Ylpqkqy,0,0,1
Gianni,Ewjcfa,0,0,0
Carlo,Vbhf,0,0,0
Zenio,Zgkrqrepmk,0,0,1
Gianni,Abwsglkxz,0,0,0
Pino,Yqorl,0,0,1
Zenio,Sxnln,0,0,1
Carlo,Ifhz,0,0,0
Zenio,Jokzuygdn,0,0,1
Zenio,Dpaektmn,0,0,1
Carlo,Iczj,0,0,0
Carlo,Jpljiwctt,0,0,0
Pino,Qgwytx,0,0,1
Gianni,Aeiltjo,0,0,0
Pino,Xzzqk,0,0,1
Zenio,Jkza,0,0,1
Gianni,Xjnapzzoew,0,0,0
Zenio,Avyypjeo,0,0,1
Zenio,Ykjdxuzur,0,0,1
Zenio,Cfujd,0,0,1
Carlo,Ncdcs,0,0,0
Pino,Vrjjzbkd,0,0,1
Pino,Rwhui,0,0,1
Gianni,Gckgssxp,0,0,0
Gianni,Bjthxox,0,0,0
Gianni,Kpkwcxwlzc,0,0,0
Pino,Hmim,0,0,1
Zenio,Wqmv,0,0,1
Carlo,Drjj,0,0,0
Zenio,Qkip,0,0,1
Pino,Icfwlomprx,0,0,1
Carlo,Kuownkh,0,0,0
Carlo,Qeayr,0,0,0
Carlo,Yrwvfhqsn,0,0,0
Carlo,Iymw,0,0,0
Gianni,Bakqelpwup,0,0,0
Carlo,Amdoqq,0,0,0
Zenio,Umudkt,0,0,1
Zenio,Sdelsmn,0,0,1
Zenio,Kmxkx,0,0,1
Pino,Lfttkyuql,0,0,1
Pino,Hcujh,0,0,1
Carlo,Cpdldhzp,0,0,0
Carlo,Aadeokomsc,0,0,0
Carlo,Dfzrp,0,0,0
Zenio,Zqhfmkjwgo,0,0,1
Zenio,Dxfmn,0,0,1
